D,m,N,theta,Re_Omega,Re_Ref_Ylm,L_eff,l_pure
0.25,0,0,2.1677,0.240554,0.282095,-0.0428903,0
0.25,0,0,2.19911,0.238952,0.282095,-0.0428903,0
0.25,0,0,2.23053,0.237393,0.282095,-0.0428903,0
0.25,0,0,2.26195,0.235877,0.282095,-0.0428903,0
0.25,0,0,2.29336,0.234407,0.282095,-0.0428903,0
0.25,0,0,2.32478,0.232983,0.282095,-0.0428903,0
0.25,0,0,2.35619,0.231606,0.282095,-0.0428903,0
0.25,0,0,2.38761,0.230276,0.282095,-0.0428903,0
0.25,0,0,2.41903,0.228994,0.282095,-0.0428903,0
0.25,0,0,2.45044,0.227762,0.282095,-0.0428903,0
0.25,0,0,2.48186,0.22658,0.282095,-0.0428903,0
0.25,0,0,2.51327,0.225449,0.282095,-0.0428903,0
0.25,0,0,2.54469,0.224369,0.282095,-0.0428903,0
0.25,0,0,2.57611,0.223341,0.282095,-0.0428903,0
0.25,0,0,2.60752,0.222365,0.282095,-0.0428903,0
0.25,0,0,2.63894,0.221442,0.282095,-0.0428903,0
0.25,0,0,2.67035,0.220573,0.282095,-0.0428903,0
0.25,0,0,2.70177,0.219758,0.282095,-0.0428903,0
0.25,0,0,2.73319,0.218998,0.282095,-0.0428903,0
0.25,0,0,2.7646,0.218292,0.282095,-0.0428903,0
0.25,0,0,2.79602,0.217641,0.282095,-0.0428903,0
0.25,0,0,2.82743,0.217046,0.282095,-0.0428903,0
0.25,0,0,2.85885,0.216506,0.282095,-0.0428903,0
0.25,0,0,2.89027,0.216023,0.282095,-0.0428903,0
0.25,0,0,2.92168,0.215596,0.282095,-0.0428903,0
0.25,0,0,2.9531,0.215226,0.282095,-0.0428903,0
0.25,0,0,2.98451,0.214912,0.282095,-0.0428903,0
0.25,0,0,3.01593,0.214655,0.282095,-0.0428903,0
0.25,0,0,3.04734,0.214455,0.282095,-0.0428903,0
0.25,0,0,3.07876,0.214312,0.282095,-0.0428903,0
0.25,0,0,3.11018,0.214226,0.282095,-0.0428903,0
0.25,0,0,3.14159,0.214198,0.282095,-0.0428903,0
0.25,0,1,0,0.484744,0.488603,1.0081,1
0.25,0,1,0.0314159,0.484442,0.488361,1.0081,1
0.25,0,1,0.0628319,0.483537,0.487638,1.0081,1
0.25,0,1,0.0942478,0.48203,0.486434,1.0081,1
0.25,0,1,0.125664,0.479924,0.48475,1.0081,1
0.25,0,1,0.15708,0.477222,0.482587,1.0081,1
0.25,0,1,0.188496,0.473929,0.479948,1.0081,1
0.25,0,1,0.219911,0.47005,0.476835,1.0081,1
0.25,0,1,0.251327,0.465592,0.473252,1.0081,1
0.25,0,1,0.282743,0.460561,0.469202,1.0081,1
0.25,0,1,0.314159,0.454967,0.464689,1.0081,1
0.25,0,1,0.345575,0.448818,0.459717,1.0081,1
0.25,0,1,0.376991,0.442125,0.454291,1.0081,1
0.25,0,1,0.408407,0.434898,0.448417,1.0081,1
0.25,0,1,0.439823,0.427149,0.442101,1.0081,1
0.25,0,1,0.471239,0.41889,0.435348,1.0081,1
0.25,0,1,0.502655,0.410135,0.428166,1.0081,1
0.25,0,1,0.534071,0.400897,0.420561,1.0081,1
0.25,0,1,0.565487,0.391192,0.412541,1.0081,1
0.25,0,1,0.596903,0.381033,0.404114,1.0081,1
0.25,0,1,0.628319,0.370438,0.395288,1.0081,1
0.25,0,1,0.659734,0.359422,0.386072,1.0081,1
0.25,0,1,0.69115,0.348003,0.376475,1.0081,1
0.25,0,1,0.722566,0.336196,0.366506,1.0081,1
0.25,0,1,0.753982,0.324022,0.356176,1.0081,1
0.25,0,1,0.785398,0.311496,0.345494,1.0081,1
0.25,0,1,0.816814,0.298638,0.334471,1.0081,1
0.25,0,1,0.84823,0.285467,0.323119,1.0081,1
0.25,0,1,0.879646,0.272001,0.311447,1.0081,1
0.25,0,1,0.911062,0.25826,0.299468,1.0081,1
0.25,0,1,0.942478,0.244263,0.287193,1.0081,1
0.25,0,1,0.973894,0.230029,0.274635,1.0081,1
0.25,0,1,1.00531,0.215578,0.261806,1.0081,1
0.25,0,1,1.03673,0.20093,0.248719,1.0081,1
0.25,0,1,1.06814,0.186103,0.235386,1.0081,1
0.25,0,1,1.09956,0.171118,0.221821,1.0081,1
0.25,0,1,1.13097,0.155994,0.208037,1.0081,1
0.25,0,1,1.16239,0.14075,0.194047,1.0081,1
0.25,0,1,1.19381,0.125404,0.179867,1.0081,1
0.25,0,1,1.22522,0.109977,0.165508,1.0081,1
0.25,0,1,1.25664,0.0944871,0.150986,1.0081,1
0.25,0,1,1.28805,0.0789519,0.136316,1.0081,1
0.25,0,1,1.31947,0.0633901,0.121511,1.0081,1
0.25,0,1,1.35088,0.0478194,0.106585,1.0081,1
0.25,0,1,1.3823,0.0322573,0.091555,1.0081,1
0.25,0,1,1.41372,0.0167209,0.0764343,1.0081,1
0.25,0,1,1.44513,0.00122704,0.0612381,1.0081,1
0.25,0,1,1.47655,-0.014208,0.0459816,1.0081,1
0.25,0,1,1.50796,-0.0295683,0.0306796,1.0081,1
0.25,0,1,1.53938,-0.0448384,0.0153474,1.0081,1
0.25,0,1,1.5708,-0.0600032,2.99183e-17,1.0081,1
0.25,0,1,1.60221,-0.0750482,-0.0153474,1.0081,1
0.25,0,1,1.63363,-0.0899592,-0.0306796,1.0081,1
0.25,0,1,1.66504,-0.104723,-0.0459816,1.0081,1
0.25,0,1,1.69646,-0.119325,-0.0612381,1.0081,1
0.25,0,1,1.72788,-0.133755,-0.0764343,1.0081,1
0.25,0,1,1.75929,-0.147999,-0.091555,1.0081,1
0.25,0,1,1.79071,-0.162045,-0.106585,1.0081,1
0.25,0,1,1.82212,-0.175883,-0.121511,1.0081,1
0.25,0,1,1.85354,-0.189503,-0.136316,1.0081,1
0.25,0,1,1.88496,-0.202893,-0.150986,1.0081,1
0.25,0,1,1.91637,-0.216044,-0.165508,1.0081,1
0.25,0,1,1.94779,-0.228947,-0.179867,1.0081,1
0.25,0,1,1.9792,-0.241593,-0.194047,1.0081,1
0.25,0,1,2.01062,-0.253974,-0.208037,1.0081,1
0.25,0,1,2.04204,-0.266082,-0.221821,1.0081,1
0.25,0,1,2.07345,-0.277909,-0.235386,1.0081,1
0.25,0,1,2.10487,-0.289449,-0.248719,1.0081,1
0.25,0,1,2.13628,-0.300696,-0.261806,1.0081,1
0.25,0,1,2.1677,-0.311642,-0.274635,1.0081,1
0.25,0,1,2.19911,-0.322283,-0.287193,1.0081,1
0.25,0,1,2.23053,-0.332612,-0.299468,1.0081,1
0.25,0,1,2.26195,-0.342626,-0.311447,1.0081,1
0.25,0,1,2.29336,-0.352319,-0.323119,1.0081,1
0.25,0,1,2.32478,-0.361687,-0.334471,1.0081,1
0.25,0,1,2.35619,-0.370726,-0.345494,1.0081,1
0.25,0,1,2.38761,-0.379432,-0.356176,1.0081,1
0.25,0,1,2.41903,-0.387803,-0.366506,1.0081,1
0.25,0,1,2.45044,-0.395834,-0.376475,1.0081,1
0.25,0,1,2.48186,-0.403524,-0.386072,1.0081,1
0.25,0,1,2.51327,-0.41087,-0.395288,1.0081,1
0.25,0,1,2.54469,-0.417868,-0.404114,1.0081,1
0.25,0,1,2.57611,-0.424518,-0.412541,1.0081,1
0.25,0,1,2.60752,-0.430817,-0.420561,1.0081,1
0.25,0,1,2.63894,-0.436764,-0.428166,1.0081,1
0.25,0,1,2.67035,-0.442356,-0.435348,1.0081,1
0.25,0,1,2.70177,-0.447594,-0.442101,1.0081,1
0.25,0,1,2.73319,-0.452474,-0.448417,1.0081,1
0.25,0,1,2.7646,-0.456997,-0.454291,1.0081,1
0.25,0,1,2.79602,-0.461161,-0.459717,1.0081,1
0.25,0,1,2.82743,-0.464965,-0.464689,1.0081,1
0.25,0,1,2.85885,-0.468409,-0.469202,1.0081,1
0.25,0,1,2.89027,-0.471493,-0.473252,1.0081,1
0.25,0,1,2.92168,-0.474214,-0.476835,1.0081,1
0.25,0,1,2.9531,-0.476574,-0.479948,1.0081,1
0.25,0,1,2.98451,-0.478571,-0.482587,1.0081,1
0.25,0,1,3.01593,-0.480206,-0.48475,1.0081,1
0.25,0,1,3.04734,-0.481477,-0.486434,1.0081,1
0.25,0,1,3.07876,-0.482386,-0.487638,1.0081,1
0.25,0,1,3.11018,-0.482931,-0.488361,1.0081,1
0.25,0,1,3.14159,-0.483112,-0.488603,1.0081,1
