D,m,N,r,Re_Radial,Re_Ref_Bessel,L_eff,l_pure
0.1,0,0,10.8,-0.0910051,-0.0908274,-0.00669527,0
0.1,0,0,10.9,-0.0914078,-0.0913244,-0.00669527,0
0.1,0,0,11,-0.0908981,-0.0909082,-0.00669527,0
0.1,0,0,11.1,-0.0894975,-0.0895993,-0.00669527,0
0.1,0,0,11.2,-0.0872356,-0.0874266,-0.00669527,0
0.1,0,0,11.3,-0.0841498,-0.0844265,-0.00669527,0
0.1,0,0,11.4,-0.0802846,-0.0806429,-0.00669527,0
0.1,0,0,11.5,-0.0756915,-0.0761263,-0.00669527,0
0.1,0,0,11.6,-0.0704277,-0.0709335,-0.00669527,0
0.1,0,0,11.7,-0.0645562,-0.0651268,-0.00669527,0
0.1,0,0,11.8,-0.0581446,-0.0587733,-0.00669527,0
0.1,0,0,11.9,-0.0512647,-0.0519443,-0.00669527,0
0.1,0,0,12,-0.0439914,-0.0447144,-0.00669527,0
0.1,0,0,12.1,-0.0364025,-0.0371609,-0.00669527,0
0.1,0,0,12.2,-0.0285772,-0.0293631,-0.00669527,0
0.1,0,0,12.3,-0.0205959,-0.021401,-0.00669527,0
0.1,0,0,12.4,-0.0125392,-0.0133552,-0.00669527,0
0.1,0,0,12.5,-0.00448711,-0.00530575,-0.00669527,0
0.1,0,0,12.6,0.00348164,0.0026685,-0.00669527,0
0.1,0,0,12.7,0.0112904,0.0104907,-0.00669527,0
0.1,0,0,12.8,0.0188652,0.0180867,-0.00669527,0
0.1,0,0,12.9,0.0261355,0.0253856,-0.00669527,0
0.1,0,0,13,0.0330348,0.0323205,-0.00669527,0
0.1,0,0,13.1,0.0395012,0.0388291,-0.00669527,0
0.1,0,0,13.2,0.045478,0.0448541,-0.00669527,0
0.1,0,0,13.3,0.0509139,0.0503436,-0.00669527,0
0.1,0,0,13.4,0.0557636,0.0552519,-0.00669527,0
0.1,0,0,13.5,0.0599885,0.0595396,-0.00669527,0
0.1,0,0,13.6,0.0635563,0.0631737,-0.00669527,0
0.1,0,0,13.7,0.0664415,0.0661281,-0.00669527,0
0.1,0,0,13.8,0.0686259,0.0683837,-0.00669527,0
0.1,0,0,13.9,0.070098,0.0699286,-0.00669527,0
0.1,0,0,14,0.0708537,0.0707577,-0.00669527,0
0.1,0,0,14.1,0.0708958,0.070873,-0.00669527,0
0.1,0,0,14.2,0.0702338,0.0702836,-0.00669527,0
0.1,0,0,14.3,0.0688842,0.069005,-0.00669527,0
0.1,0,0,14.4,0.0668699,0.0670596,-0.00669527,0
0.1,0,0,14.5,0.0642198,0.0644755,-0.00669527,0
0.1,0,0,14.6,0.0609687,0.0612871,-0.00669527,0
0.1,0,0,14.7,0.0571568,0.0575338,-0.00669527,0
0.1,0,0,14.8,0.0528291,0.0532603,-0.00669527,0
0.1,0,0,14.9,0.0480352,0.0485155,-0.00669527,0
0.1,0,0,15,0.0428285,0.0433525,-0.00669527,0
0.1,0,0,15.1,0.0372656,0.0378276,-0.00669527,0
0.1,0,0,15.2,0.031406,0.0319999,-0.00669527,0
0.1,0,0,15.3,0.0253113,0.0259308,-0.00669527,0
0.1,0,0,15.4,0.0190444,0.019683,-0.00669527,0
0.1,0,0,15.5,0.0126693,0.0133205,-0.00669527,0
0.1,0,0,15.6,0.00625021,0.00690729,-0.00669527,0
0.1,0,0,15.7,-0.000149188,0.000507209,-0.00669527,0
0.1,0,0,15.8,-0.0064661,-0.00581689,-0.00669527,0
0.1,0,0,15.9,-0.0126393,-0.0120037,-0.00669527,0
0.1,0,0,16,-0.0186099,-0.017994,-0.00669527,0
0.1,0,0,16.1,-0.0243215,-0.0237311,-0.00669527,0
0.1,0,0,16.2,-0.0297211,-0.0291619,-0.00669527,0
0.1,0,0,16.3,-0.0347593,-0.0342363,-0.00669527,0
0.1,0,0,16.4,-0.0393909,-0.0389089,-0.00669527,0
0.1,0,0,16.5,-0.0435751,-0.0431385,-0.00669527,0
0.1,0,0,16.6,-0.0472761,-0.0468887,-0.00669527,0
0.1,0,0,16.7,-0.0504632,-0.0501283,-0.00669527,0
0.1,0,0,16.8,-0.0531112,-0.0528314,-0.00669527,0
0.1,0,0,16.9,-0.0552003,-0.0549778,-0.00669527,0
0.1,0,0,17,-0.0567165,-0.0565528,-0.00669527,0
0.1,0,0,17.1,-0.0576516,-0.0575477,-0.00669527,0
0.1,0,0,17.2,-0.0580031,-0.0579593,-0.00669527,0
0.1,0,0,17.3,-0.0577744,-0.0577904,-0.00669527,0
0.1,0,0,17.4,-0.0569743,-0.0570494,-0.00669527,0
0.1,0,0,17.5,-0.0556173,-0.0557501,-0.00669527,0
0.1,0,0,17.6,-0.0537232,-0.0539116,-0.00669527,0
0.1,0,0,17.7,-0.0513167,-0.0515583,-0.00669527,0
0.1,0,0,17.8,-0.0484274,-0.0487192,-0.00669527,0
0.1,0,0,17.9,-0.0450892,-0.0454278,-0.00669527,0
0.1,0,0,18,-0.04134,-0.0417215,-0.00669527,0
0.1,0,0,18.1,-0.0372216,-0.0376416,-0.00669527,0
0.1,0,0,18.2,-0.0327784,-0.0332326,-0.00669527,0
0.1,0,0,18.3,-0.0280582,-0.0285415,-0.00669527,0
0.1,0,0,18.4,-0.0231104,-0.0236177,-0.00669527,0
0.1,0,0,18.5,-0.0179864,-0.0185125,-0.00669527,0
0.1,0,0,18.6,-0.0127388,-0.0132782,-0.00669527,0
0.1,0,0,18.7,-0.00742068,-0.00796786,-0.00669527,0
0.1,0,0,18.8,-0.00208539,-0.00263487,-0.00669527,0
0.1,0,0,18.9,0.00321416,0.00266787,-0.00669527,0
0.1,0,0,19,0.00842598,0.00788827,-0.00669527,0
0.1,0,0,19.1,0.0134995,0.0129756,-0.00669527,0
0.1,0,0,19.2,0.0183859,0.017881,-0.00669527,0
0.1,0,0,19.3,0.023039,0.0225578,-0.00669527,0
0.1,0,0,19.4,0.0274151,0.0269622,-0.00669527,0
0.1,0,0,19.5,0.0314738,0.0310533,-0.00669527,0
0.1,0,0,19.6,0.0351782,0.0347941,-0.00669527,0
0.1,0,0,19.7,0.0384952,0.0381509,-0.00669527,0
0.1,0,0,19.8,0.0413961,0.0410946,-0.00669527,0
0.1,0,0,19.9,0.0438563,0.0436002,-0.00669527,0
0.1,0,0,20,0.0458558,0.0456473,-0.00669527,0
0.1,0,1,0.1,0.0331369,0.0333,1.00133,1
0.1,0,1,0.2,0.0661361,0.0664004,1.00133,1
0.1,0,1,0.3,0.0987619,0.0991029,1.00133,1
0.1,0,1,0.4,0.130811,0.131212,1.00133,1
0.1,0,1,0.5,0.162089,0.162537,1.00133,1
0.1,0,1,0.6,0.192408,0.192892,1.00133,1
0.1,0,1,0.7,0.221588,0.222098,1.00133,1
0.1,0,1,0.8,0.249457,0.249986,1.00133,1
0.1,0,1,0.9,0.275854,0.276393,1.00133,1
0.1,0,1,1,0.300628,0.301169,1.00133,1
0.1,0,1,1.1,0.323637,0.324175,1.00133,1
0.1,0,1,1.2,0.344756,0.345285,1.00133,1
0.1,0,1,1.3,0.363871,0.364384,1.00133,1
0.1,0,1,1.4,0.380882,0.381375,1.00133,1
0.1,0,1,1.5,0.395704,0.396173,1.00133,1
0.1,0,1,1.6,0.408268,0.408708,1.00133,1
0.1,0,1,1.7,0.418519,0.418927,1.00133,1
0.1,0,1,1.8,0.42642,0.426794,1.00133,1
0.1,0,1,1.9,0.431949,0.432285,1.00133,1
0.1,0,1,2,0.435101,0.435398,1.00133,1
0.1,0,1,2.1,0.435887,0.436142,1.00133,1
0.1,0,1,2.2,0.434333,0.434545,1.00133,1
0.1,0,1,2.3,0.430482,0.43065,1.00133,1
0.1,0,1,2.4,0.424391,0.424515,1.00133,1
0.1,0,1,2.5,0.416133,0.416213,1.00133,1
0.1,0,1,2.6,0.405794,0.40583,1.00133,1
0.1,0,1,2.7,0.393474,0.393467,1.00133,1
0.1,0,1,2.8,0.379285,0.379236,1.00133,1
0.1,0,1,2.9,0.363351,0.363261,1.00133,1
0.1,0,1,3,0.345807,0.345677,1.00133,1
0.1,0,1,3.1,0.326795,0.326628,1.00133,1
0.1,0,1,3.2,0.306467,0.306267,1.00133,1
0.1,0,1,3.3,0.284984,0.284751,1.00133,1
0.1,0,1,3.4,0.262509,0.262247,1.00133,1
0.1,0,1,3.5,0.239213,0.238924,1.00133,1
0.1,0,1,3.6,0.215267,0.214954,1.00133,1
0.1,0,1,3.7,0.190847,0.190514,1.00133,1
0.1,0,1,3.8,0.166127,0.165777,1.00133,1
0.1,0,1,3.9,0.141282,0.140918,1.00133,1
0.1,0,1,4,0.116485,0.116111,1.00133,1
0.1,0,1,4.1,0.0919036,0.091523,1.00133,1
0.1,0,1,4.2,0.0677038,0.0673197,1.00133,1
0.1,0,1,4.3,0.0440441,0.0436598,1.00133,1
0.1,0,1,4.4,0.0210765,0.0206954,1.00133,1
0.1,0,1,4.5,-0.0010548,-0.00142958,1.00133,1
0.1,0,1,4.6,-0.0222144,-0.0225798,1.00133,1
0.1,0,1,4.7,-0.0422767,-0.04263,1.00133,1
0.1,0,1,4.8,-0.0611269,-0.0614653,1.00133,1
0.1,0,1,4.9,-0.0786613,-0.0789822,1.00133,1
0.1,0,1,5,-0.0947882,-0.0950894,1.00133,1
0.1,0,1,5.1,-0.109429,-0.109708,1.00133,1
0.1,0,1,5.2,-0.122516,-0.122771,1.00133,1
0.1,0,1,5.3,-0.133997,-0.134228,1.00133,1
0.1,0,1,5.4,-0.143833,-0.144037,1.00133,1
0.1,0,1,5.5,-0.151997,-0.152173,1.00133,1
0.1,0,1,5.6,-0.158476,-0.158624,1.00133,1
0.1,0,1,5.7,-0.163272,-0.16339,1.00133,1
0.1,0,1,5.8,-0.166398,-0.166487,1.00133,1
0.1,0,1,5.9,-0.167881,-0.16794,1.00133,1
0.1,0,1,6,-0.167759,-0.16779,1.00133,1
0.1,0,1,6.1,-0.166085,-0.166087,1.00133,1
0.1,0,1,6.2,-0.16292,-0.162894,1.00133,1
0.1,0,1,6.3,-0.158337,-0.158284,1.00133,1
0.1,0,1,6.4,-0.152419,-0.15234,1.00133,1
0.1,0,1,6.5,-0.145256,-0.145153,1.00133,1
0.1,0,1,6.6,-0.136949,-0.136823,1.00133,1
0.1,0,1,6.7,-0.127604,-0.127456,1.00133,1
0.1,0,1,6.8,-0.117333,-0.117167,1.00133,1
0.1,0,1,6.9,-0.106255,-0.106071,1.00133,1
0.1,0,1,7,-0.094491,-0.0942924,1.00133,1
0.1,0,1,7.1,-0.0821656,-0.0819542,1.00133,1
0.1,0,1,7.2,-0.0694052,-0.0691833,1.00133,1
0.1,0,1,7.3,-0.0563368,-0.0561068,1.00133,1
0.1,0,1,7.4,-0.0430873,-0.0428514,1.00133,1
0.1,0,1,7.5,-0.0297818,-0.0295425,1.00133,1
0.1,0,1,7.6,-0.0165433,-0.0163029,1.00133,1
0.1,0,1,7.7,-0.00349122,-0.00325199,1.00133,1
0.1,0,1,7.8,0.00925947,0.00949525,1.00133,1
0.1,0,1,7.9,0.021599,0.0218292,1.00133,1
0.1,0,1,8,0.0334237,0.0336462,1.00133,1
0.1,0,1,8.1,0.044637,0.0448498,1.00133,1
0.1,0,1,8.2,0.0551496,0.055351,1.00133,1
0.1,0,1,8.3,0.0648807,0.0650689,1.00133,1
0.1,0,1,8.4,0.0737582,0.0739317,1.00133,1
0.1,0,1,8.5,0.0817192,0.0818767,1.00133,1
0.1,0,1,8.6,0.0887103,0.0888506,1.00133,1
0.1,0,1,8.7,0.0946883,0.0948103,1.00133,1
0.1,0,1,8.8,0.0996199,0.0997228,1.00133,1
0.1,0,1,8.9,0.103482,0.103565,1.00133,1
0.1,0,1,9,0.106261,0.106325,1.00133,1
0.1,0,1,9.1,0.107956,0.107999,1.00133,1
0.1,0,1,9.2,0.108572,0.108595,1.00133,1
0.1,0,1,9.3,0.108127,0.10813,1.00133,1
0.1,0,1,9.4,0.106648,0.106631,1.00133,1
0.1,0,1,9.5,0.104169,0.104133,1.00133,1
0.1,0,1,9.6,0.100735,0.10068,1.00133,1
0.1,0,1,9.7,0.0963973,0.0963246,1.00133,1
0.1,0,1,9.8,0.091215,0.0911256,1.00133,1
0.1,0,1,9.9,0.0852539,0.085149,1.00133,1
0.1,0,1,10,0.078586,0.0784669,1.00133,1
0.1,0,1,10.1,0.0712883,0.0711564,1.00133,1
0.1,0,1,10.2,0.0634422,0.0632991,1.00133,1
0.1,0,1,10.3,0.0551328,0.05498,1.00133,1
0.1,0,1,10.4,0.046448,0.0462871,1.00133,1
0.1,0,1,10.5,0.0374774,0.0373101,1.00133,1
0.1,0,1,10.6,0.0283119,0.02814,1.00133,1
0.1,0,1,10.7,0.0190424,0.0188677,1.00133,1
0.1,0,1,10.8,0.00975943,0.00958356,1.00133,1
0.1,0,1,10.9,0.000551812,0.000376553,1.00133,1
0.1,0,1,11,-0.00849376,-0.00866672,1.00133,1
0.1,0,1,11.1,-0.0172936,-0.0174626,1.00133,1
0.1,0,1,11.2,-0.0257679,-0.0259314,1.00133,1
0.1,0,1,11.3,-0.033841,-0.0339975,1.00133,1
0.1,0,1,11.4,-0.0414427,-0.0415907,1.00133,1
0.1,0,1,11.5,-0.0485079,-0.0486462,1.00133,1
0.1,0,1,11.6,-0.0549781,-0.0551054,1.00133,1
0.1,0,1,11.7,-0.0608012,-0.0609165,1.00133,1
0.1,0,1,11.8,-0.065932,-0.0660344,1.00133,1
0.1,0,1,11.9,-0.0703328,-0.0704214,1.00133,1
0.1,0,1,12,-0.0739732,-0.0740474,1.00133,1
0.1,0,1,12.1,-0.0768306,-0.0768898,1.00133,1
0.1,0,1,12.2,-0.0788902,-0.0789342,1.00133,1
0.1,0,1,12.3,-0.0801449,-0.0801735,1.00133,1
0.1,0,1,12.4,-0.0805957,-0.0806087,1.00133,1
0.1,0,1,12.5,-0.0802508,-0.0802483,1.00133,1
0.1,0,1,12.6,-0.079126,-0.0791084,1.00133,1
0.1,0,1,12.7,-0.0772445,-0.0772121,1.00133,1
0.1,0,1,12.8,-0.0746362,-0.0745895,1.00133,1
0.1,0,1,12.9,-0.0713373,-0.0712771,1.00133,1
0.1,0,1,13,-0.0673905,-0.0673174,1.00133,1
0.1,0,1,13.1,-0.0628436,-0.0627586,1.00133,1
0.1,0,1,13.2,-0.0577497,-0.0576538,1.00133,1
0.1,0,1,13.3,-0.0521663,-0.0520606,1.00133,1
0.1,0,1,13.4,-0.0461548,-0.0460404,1.00133,1
0.1,0,1,13.5,-0.0397797,-0.0396579,1.00133,1
0.1,0,1,13.6,-0.0331081,-0.0329802,1.00133,1
0.1,0,1,13.7,-0.0262091,-0.0260764,1.00133,1
0.1,0,1,13.8,-0.0191529,-0.0190167,1.00133,1
0.1,0,1,13.9,-0.0120102,-0.011872,1.00133,1
0.1,0,1,14,-0.00485165,-0.00471282,1.00133,1
0.1,0,1,14.1,0.002253,0.00239111,1.00133,1
0.1,0,1,14.2,0.00923546,0.0093715,1.00133,1
0.1,0,1,14.3,0.0160295,0.0161622,1.00133,1
0.1,0,1,14.4,0.0225718,0.0226998,1.00133,1
0.1,0,1,14.5,0.0288019,0.0289241,1.00133,1
0.1,0,1,14.6,0.0346637,0.0347789,1.00133,1
0.1,0,1,14.7,0.0401049,0.0402121,1.00133,1
0.1,0,1,14.8,0.0450783,0.0451765,1.00133,1
0.1,0,1,14.9,0.0495416,0.04963,1.00133,1
0.1,0,1,15,0.0534581,0.053536,1.00133,1
0.1,0,1,15.1,0.0567969,0.0568636,1.00133,1
0.1,0,1,15.2,0.059533,0.059588,1.00133,1
0.1,0,1,15.3,0.0616474,0.0616903,1.00133,1
0.1,0,1,15.4,0.0631277,0.0631582,1.00133,1
0.1,0,1,15.5,0.0639675,0.0639854,1.00133,1
0.1,0,1,15.6,0.0641667,0.0641721,1.00133,1
0.1,0,1,15.7,0.0637316,0.0637246,1.00133,1
0.1,0,1,15.8,0.0626744,0.0626551,1.00133,1
0.1,0,1,15.9,0.0610133,0.060982,1.00133,1
0.1,0,1,16,0.0587718,0.0587291,1.00133,1
0.1,0,1,16.1,0.0559792,0.0559256,1.00133,1
0.1,0,1,16.2,0.0526695,0.0526056,1.00133,1
0.1,0,1,16.3,0.0488814,0.0488079,1.00133,1
0.1,0,1,16.4,0.0446576,0.0445755,1.00133,1
0.1,0,1,16.5,0.0400449,0.0399551,1.00133,1
0.1,0,1,16.6,0.035093,0.0349963,1.00133,1
0.1,0,1,16.7,0.0298544,0.029752,1.00133,1
0.1,0,1,16.8,0.0243838,0.0242766,1.00133,1
0.1,0,1,16.9,0.0187374,0.0186267,1.00133,1
0.1,0,1,17,0.0129726,0.0128594,1.00133,1
0.1,0,1,17.1,0.00714731,0.00703283,1.00133,1
0.1,0,1,17.2,0.00131924,0.00120459,1.00133,1
0.1,0,1,17.3,-0.00445448,-0.00456816,1.00133,1
0.1,0,1,17.4,-0.0101179,-0.0102295,1.00133,1
0.1,0,1,17.5,-0.0156167,-0.0157251,1.00133,1
0.1,0,1,17.6,-0.0208989,-0.0210031,1.00133,1
0.1,0,1,17.7,-0.0259151,-0.0260142,1.00133,1
0.1,0,1,17.8,-0.0306191,-0.0307121,1.00133,1
0.1,0,1,17.9,-0.0349683,-0.0350543,1.00133,1
0.1,0,1,18,-0.0389238,-0.0390021,1.00133,1
0.1,0,1,18.1,-0.0424513,-0.0425212,1.00133,1
0.1,0,1,18.2,-0.0455207,-0.0455816,1.00133,1
0.1,0,1,18.3,-0.048107,-0.0481584,1.00133,1
0.1,0,1,18.4,-0.05019,-0.0502314,1.00133,1
0.1,0,1,18.5,-0.0517547,-0.0517858,1.00133,1
0.1,0,1,18.6,-0.0527912,-0.0528118,1.00133,1
0.1,0,1,18.7,-0.053295,-0.0533051,1.00133,1
0.1,0,1,18.8,-0.0532668,-0.0532663,1.00133,1
0.1,0,1,18.9,-0.0527125,-0.0527016,1.00133,1
0.1,0,1,19,-0.051643,-0.0516219,1.00133,1
0.1,0,1,19.1,-0.0500743,-0.0500433,1.00133,1
0.1,0,1,19.2,-0.0480269,-0.0479864,1.00133,1
0.1,0,1,19.3,-0.045526,-0.0454765,1.00133,1
0.1,0,1,19.4,-0.0426008,-0.0425428,1.00133,1
0.1,0,1,19.5,-0.0392843,-0.0392185,1.00133,1
0.1,0,1,19.6,-0.0356132,-0.0355404,1.00133,1
0.1,0,1,19.7,-0.0316272,-0.0315481,1.00133,1
0.1,0,1,19.8,-0.0273687,-0.0272842,1.00133,1
0.1,0,1,19.9,-0.0228823,-0.0227932,1.00133,1
0.1,0,1,20,-0.0182144,-0.0181217,1.00133,1
0.25,0,0,0.1,1.13595,0.998334,-0.0428903,0
0.25,0,0,0.2,1.097,0.993347,-0.0428903,0
0.25,0,0,0.3,1.06884,0.985067,-0.0428903,0
0.25,0,0,0.4,1.04302,0.973546,-0.0428903,0
0.25,0,0,0.5,1.01702,0.958851,-0.0428903,0
0.25,0,0,0.6,0.989824,0.941071,-0.0428903,0
0.25,0,0,0.7,0.960947,0.920311,-0.0428903,0
0.25,0,0,0.8,0.930182,0.896695,-0.0428903,0
0.25,0,0,0.9,0.89746,0.870363,-0.0428903,0
0.25,0,0,1,0.862803,0.841471,-0.0428903,0
0.25,0,0,1.1,0.826287,0.810189,-0.0428903,0
0.25,0,0,1.2,0.788032,0.776699,-0.0428903,0
0.25,0,0,1.3,0.748186,0.741199,-0.0428903,0
0.25,0,0,1.4,0.706923,0.703893,-0.0428903,0
0.25,0,0,1.5,0.66443,0.664997,-0.0428903,0
0.25,0,0,1.6,0.620911,0.624734,-0.0428903,0
0.25,0,0,1.7,0.57658,0.583332,-0.0428903,0
0.25,0,0,1.8,0.531656,0.541026,-0.0428903,0
0.25,0,0,1.9,0.486364,0.498053,-0.0428903,0
0.25,0,0,2,0.440933,0.454649,-0.0428903,0
0.25,0,0,2.1,0.395589,0.411052,-0.0428903,0
0.25,0,0,2.2,0.350559,0.367498,-0.0428903,0
0.25,0,0,2.3,0.306066,0.32422,-0.0428903,0
0.25,0,0,2.4,0.262328,0.281443,-0.0428903,0
0.25,0,0,2.5,0.219554,0.239389,-0.0428903,0
0.25,0,0,2.6,0.177947,0.19827,-0.0428903,0
0.25,0,0,2.7,0.1377,0.158289,-0.0428903,0
0.25,0,0,2.8,0.0989932,0.119639,-0.0428903,0
0.25,0,0,2.9,0.0619959,0.0824998,-0.0428903,0
0.25,0,0,3,0.0268634,0.04704,-0.0428903,0
0.25,0,0,3.1,-0.00626346,0.0134131,-0.0428903,0
0.25,0,0,3.2,-0.037259,-0.0182419,-0.0428903,0
0.25,0,0,3.3,-0.0660136,-0.0478017,-0.0428903,0
0.25,0,0,3.4,-0.0924342,-0.0751591,-0.0428903,0
0.25,0,0,3.5,-0.116445,-0.100224,-0.0428903,0
0.25,0,0,3.6,-0.137986,-0.122922,-0.0428903,0
0.25,0,0,3.7,-0.157018,-0.143199,-0.0428903,0
0.25,0,0,3.8,-0.173516,-0.161015,-0.0428903,0
0.25,0,0,3.9,-0.187473,-0.17635,-0.0428903,0
0.25,0,0,4,-0.198902,-0.189201,-0.0428903,0
0.25,0,0,4.1,-0.207829,-0.19958,-0.0428903,0
0.25,0,0,4.2,-0.214299,-0.207518,-0.0428903,0
0.25,0,0,4.3,-0.218371,-0.213062,-0.0428903,0
0.25,0,0,4.4,-0.220122,-0.216273,-0.0428903,0
0.25,0,0,4.5,-0.21964,-0.217229,-0.0428903,0
0.25,0,0,4.6,-0.217027,-0.21602,-0.0428903,0
0.25,0,0,4.7,-0.212399,-0.21275,-0.0428903,0
0.25,0,0,4.8,-0.205883,-0.207534,-0.0428903,0
0.25,0,0,4.9,-0.197613,-0.200501,-0.0428903,0
0.25,0,0,5,-0.187736,-0.191785,-0.0428903,0
0.25,0,0,5.1,-0.176404,-0.181532,-0.0428903,0
0.25,0,0,5.2,-0.163777,-0.169895,-0.0428903,0
0.25,0,0,5.3,-0.150018,-0.157032,-0.0428903,0
0.25,0,0,5.4,-0.135296,-0.143105,-0.0428903,0
0.25,0,0,5.5,-0.119779,-0.12828,-0.0428903,0
0.25,0,0,5.6,-0.10364,-0.112726,-0.0428903,0
0.25,0,0,5.7,-0.0870486,-0.0966115,-0.0428903,0
0.25,0,0,5.8,-0.0701733,-0.0801038,-0.0428903,0
0.25,0,0,5.9,-0.0531799,-0.0633689,-0.0428903,0
0.25,0,0,6,-0.0362299,-0.0465692,-0.0428903,0
0.25,0,0,6.1,-0.0194791,-0.0298627,-0.0428903,0
0.25,0,0,6.2,-0.003077,-0.0134015,-0.0428903,0
0.25,0,0,6.3,0.0128347,0.00266887,-0.0428903,0
0.25,0,0,6.4,0.0281228,0.0182108,-0.0428903,0
0.25,0,0,6.5,0.0426635,0.0330954,-0.0428903,0
0.25,0,0,6.6,0.0563434,0.0472032,-0.0428903,0
0.25,0,0,6.7,0.0690599,0.0604254,-0.0428903,0
0.25,0,0,6.8,0.0807218,0.0726637,-0.0428903,0
0.25,0,0,6.9,0.0912502,0.0838318,-0.0428903,0
0.25,0,0,7,0.100578,0.0938552,-0.0428903,0
0.25,0,0,7.1,0.108652,0.102672,-0.0428903,0
0.25,0,0,7.2,0.11543,0.110232,-0.0428903,0
0.25,0,0,7.3,0.120884,0.116498,-0.0428903,0
0.25,0,0,7.4,0.124998,0.121447,-0.0428903,0
0.25,0,0,7.5,0.127769,0.125067,-0.0428903,0
0.25,0,0,7.6,0.129206,0.127358,-0.0428903,0
0.25,0,0,7.7,0.129331,0.128334,-0.0428903,0
0.25,0,0,7.8,0.128177,0.128018,-0.0428903,0
0.25,0,0,7.9,0.125786,0.126448,-0.0428903,0
0.25,0,0,8,0.122213,0.12367,-0.0428903,0
0.25,0,0,8.1,0.117521,0.119739,-0.0428903,0
0.25,0,0,8.2,0.111783,0.114723,-0.0428903,0
0.25,0,0,8.3,0.10508,0.108695,-0.0428903,0
0.25,0,0,8.4,0.0974975,0.101738,-0.0428903,0
0.25,0,0,8.5,0.0891305,0.0939397,-0.0428903,0
0.25,0,0,8.6,0.0800775,0.085395,-0.0428903,0
0.25,0,0,8.7,0.0704411,0.0762034,-0.0428903,0
0.25,0,0,8.8,0.0603276,0.0664679,-0.0428903,0
0.25,0,0,8.9,0.0498451,0.0562945,-0.0428903,0
0.25,0,0,9,0.0391027,0.0457909,-0.0428903,0
0.25,0,0,9.1,0.0282098,0.0350658,-0.0428903,0
0.25,0,0,9.2,0.0172748,0.0242272,-0.0428903,0
0.25,0,0,9.3,0.00640413,0.0133822,-0.0428903,0
0.25,0,0,9.4,-0.0042986,0.00263568,-0.0428903,0
0.25,0,0,9.5,-0.0147335,-0.00791064,-0.0428903,0
0.25,0,0,9.6,-0.0248052,-0.018159,-0.0428903,0
0.25,0,0,9.7,-0.0344239,-0.0280166,-0.0428903,0
0.25,0,0,9.8,-0.0435057,-0.0373958,-0.0428903,0
0.25,0,0,9.9,-0.0519736,-0.0462157,-0.0428903,0
0.25,0,0,10,-0.0597577,-0.0544021,-0.0428903,0
0.25,0,0,10.1,-0.0667963,-0.0618882,-0.0428903,0
0.25,0,0,10.2,-0.0730358,-0.0686152,-0.0428903,0
0.25,0,0,10.3,-0.0784312,-0.0745326,-0.0428903,0
0.25,0,0,10.4,-0.0829463,-0.0795987,-0.0428903,0
0.25,0,0,10.5,-0.0865543,-0.0837805,-0.0428903,0
0.25,0,0,10.6,-0.0892372,-0.0870543,-0.0428903,0
0.25,0,0,10.7,-0.0909864,-0.0894051,-0.0428903,0
0.25,0,0,10.8,-0.0918022,-0.0908274,-0.0428903,0
0.25,0,0,10.9,-0.0916938,-0.0913244,-0.0428903,0
0.25,0,0,11,-0.0906792,-0.0909082,-0.0428903,0
0.25,0,0,11.1,-0.0887848,-0.0895993,-0.0428903,0
0.25,0,0,11.2,-0.0860447,-0.0874266,-0.0428903,0
0.25,0,0,11.3,-0.0825007,-0.0844265,-0.0428903,0
0.25,0,0,11.4,-0.0782015,-0.0806429,-0.0428903,0
0.25,0,0,11.5,-0.0732022,-0.0761263,-0.0428903,0
0.25,0,0,11.6,-0.0675639,-0.0709335,-0.0428903,0
0.25,0,0,11.7,-0.0613524,-0.0651268,-0.0428903,0
0.25,0,0,11.8,-0.0546382,-0.0587733,-0.0428903,0
0.25,0,0,11.9,-0.0474953,-0.0519443,-0.0428903,0
0.25,0,0,12,-0.0400007,-0.0447144,-0.0428903,0
0.25,0,0,12.1,-0.0322335,-0.0371609,-0.0428903,0
0.25,0,0,12.2,-0.0242742,-0.0293631,-0.0428903,0
0.25,0,0,12.3,-0.0162036,-0.021401,-0.0428903,0
0.25,0,0,12.4,-0.00810258,-0.0133552,-0.0428903,0
0.25,0,0,12.5,-5.08312e-05,-0.00530575,-0.0428903,0
0.25,0,0,12.6,0.00787362,0.0026685,-0.0428903,0
0.25,0,0,12.7,0.0155952,0.0104907,-0.0428903,0
0.25,0,0,12.8,0.0230415,0.0180867,-0.0428903,0
0.25,0,0,12.9,0.0301438,0.0253856,-0.0428903,0
0.25,0,0,13,0.036838,0.0323205,-0.0428903,0
0.25,0,0,13.1,0.0430646,0.0388291,-0.0428903,0
0.25,0,0,13.2,0.0487697,0.0448541,-0.0428903,0
0.25,0,0,13.3,0.0539053,0.0503436,-0.0428903,0
0.25,0,0,13.4,0.0584295,0.0552519,-0.0428903,0
0.25,0,0,13.5,0.0623071,0.0595396,-0.0428903,0
0.25,0,0,13.6,0.0655095,0.0631737,-0.0428903,0
0.25,0,0,13.7,0.0680153,0.0661281,-0.0428903,0
0.25,0,0,13.8,0.0698099,0.0683837,-0.0428903,0
0.25,0,0,13.9,0.0708861,0.0699286,-0.0428903,0
0.25,0,0,14,0.0712436,0.0707577,-0.0428903,0
0.25,0,0,14.1,0.070889,0.070873,-0.0428903,0
