D,m,N,r,Re_Radial,Re_Ref_Bessel,L_eff,l_pure
0.25,0,0,14.2,0.069836,0.0702836,-0.0428903,0
0.25,0,0,14.3,0.0681046,0.069005,-0.0428903,0
0.25,0,0,14.4,0.0657215,0.0670596,-0.0428903,0
0.25,0,0,14.5,0.0627189,0.0644755,-0.0428903,0
0.25,0,0,14.6,0.059135,0.0612871,-0.0428903,0
0.25,0,0,14.7,0.0550128,0.0575338,-0.0428903,0
0.25,0,0,14.8,0.0504003,0.0532603,-0.0428903,0
0.25,0,0,14.9,0.0453495,0.0485155,-0.0428903,0
0.25,0,0,15,0.0399158,0.0433525,-0.0428903,0
0.25,0,0,15.1,0.0341578,0.0378276,-0.0428903,0
0.25,0,0,15.2,0.0281364,0.0319999,-0.0428903,0
0.25,0,0,15.3,0.0219145,0.0259308,-0.0428903,0
0.25,0,0,15.4,0.0155557,0.019683,-0.0428903,0
0.25,0,0,15.5,0.00912457,0.0133205,-0.0428903,0
0.25,0,0,15.6,0.00268528,0.00690729,-0.0428903,0
0.25,0,0,15.7,-0.00369865,0.000507209,-0.0428903,0
0.25,0,0,15.8,-0.00996505,-0.00581689,-0.0428903,0
0.25,0,0,15.9,-0.0160537,-0.0120037,-0.0428903,0
0.25,0,0,16,-0.0219067,-0.017994,-0.0428903,0
0.25,0,0,16.1,-0.0274696,-0.0237311,-0.0428903,0
0.25,0,0,16.2,-0.0326909,-0.0291619,-0.0428903,0
0.25,0,0,16.3,-0.0375234,-0.0342363,-0.0428903,0
0.25,0,0,16.4,-0.0419244,-0.0389089,-0.0428903,0
0.25,0,0,16.5,-0.0458556,-0.0431385,-0.0428903,0
0.25,0,0,16.6,-0.0492839,-0.0468887,-0.0428903,0
0.25,0,0,16.7,-0.0521816,-0.0501283,-0.0428903,0
0.25,0,0,16.8,-0.0545265,-0.0528314,-0.0428903,0
0.25,0,0,16.9,-0.056302,-0.0549778,-0.0428903,0
0.25,0,0,17,-0.0574972,-0.0565528,-0.0428903,0
0.25,0,0,17.1,-0.0581073,-0.0575477,-0.0428903,0
0.25,0,0,17.2,-0.0581329,-0.0579593,-0.0428903,0
0.25,0,0,17.3,-0.0575807,-0.0577904,-0.0428903,0
0.25,0,0,17.4,-0.0564628,-0.0570494,-0.0428903,0
0.25,0,0,17.5,-0.0547966,-0.0557501,-0.0428903,0
0.25,0,0,17.6,-0.0526049,-0.0539116,-0.0428903,0
0.25,0,0,17.7,-0.0499152,-0.0515583,-0.0428903,0
0.25,0,0,17.8,-0.0467598,-0.0487192,-0.0428903,0
0.25,0,0,17.9,-0.0431749,-0.0454278,-0.0428903,0
0.25,0,0,18,-0.0392008,-0.0417215,-0.0428903,0
0.25,0,0,18.1,-0.0348811,-0.0376416,-0.0428903,0
0.25,0,0,18.2,-0.0302622,-0.0332326,-0.0428903,0
0.25,0,0,18.3,-0.0253931,-0.0285415,-0.0428903,0
0.25,0,0,18.4,-0.0203244,-0.0236177,-0.0428903,0
0.25,0,0,18.5,-0.0151086,-0.0185125,-0.0428903,0
0.25,0,0,18.6,-0.00979871,-0.0132782,-0.0428903,0
0.25,0,0,18.7,-0.0044482,-0.00796786,-0.0428903,0
0.25,0,0,18.8,0.000889602,-0.00263487,-0.0428903,0
0.25,0,0,18.9,0.00616208,0.00266787,-0.0428903,0
0.25,0,0,19,0.0113178,0.00788827,-0.0428903,0
0.25,0,0,19.1,0.016307,0.0129756,-0.0428903,0
0.25,0,0,19.2,0.0210822,0.017881,-0.0428903,0
0.25,0,0,19.3,0.0255983,0.0225578,-0.0428903,0
0.25,0,0,19.4,0.0298133,0.0269622,-0.0428903,0
0.25,0,0,19.5,0.0336888,0.0310533,-0.0428903,0
0.25,0,0,19.6,0.0371897,0.0347941,-0.0428903,0
0.25,0,0,19.7,0.0402854,0.0381509,-0.0428903,0
0.25,0,0,19.8,0.0429493,0.0410946,-0.0428903,0
0.25,0,0,19.9,0.0451594,0.0436002,-0.0428903,0
0.25,0,0,20,0.0468984,0.0456473,-0.0428903,0
0.25,0,1,0.1,0.0323166,0.0333,1.0081,1
0.25,0,1,0.2,0.0648029,0.0664004,1.0081,1
0.25,0,1,0.3,0.0970384,0.0991029,1.0081,1
0.25,0,1,0.4,0.128781,0.131212,1.0081,1
0.25,0,1,0.5,0.159819,0.162537,1.0081,1
0.25,0,1,0.6,0.189954,0.192892,1.0081,1
0.25,0,1,0.7,0.218998,0.222098,1.0081,1
0.25,0,1,0.8,0.246776,0.249986,1.0081,1
0.25,0,1,0.9,0.27312,0.276393,1.0081,1
0.25,0,1,1,0.297876,0.301169,1.0081,1
0.25,0,1,1.1,0.320903,0.324175,1.0081,1
0.25,0,1,1.2,0.342069,0.345285,1.0081,1
0.25,0,1,1.3,0.361258,0.364384,1.0081,1
0.25,0,1,1.4,0.378368,0.381375,1.0081,1
0.25,0,1,1.5,0.393313,0.396173,1.0081,1
0.25,0,1,1.6,0.406019,0.408708,1.0081,1
0.25,0,1,1.7,0.416432,0.418927,1.0081,1
0.25,0,1,1.8,0.42451,0.426794,1.0081,1
0.25,0,1,1.9,0.43023,0.432285,1.0081,1
0.25,0,1,2,0.433584,0.435398,1.0081,1
0.25,0,1,2.1,0.434581,0.436142,1.0081,1
0.25,0,1,2.2,0.433244,0.434545,1.0081,1
0.25,0,1,2.3,0.429615,0.43065,1.0081,1
0.25,0,1,2.4,0.423749,0.424515,1.0081,1
0.25,0,1,2.5,0.415716,0.416213,1.0081,1
0.25,0,1,2.6,0.405601,0.40583,1.0081,1
0.25,0,1,2.7,0.393501,0.393467,1.0081,1
0.25,0,1,2.8,0.379527,0.379236,1.0081,1
0.25,0,1,2.9,0.363801,0.363261,1.0081,1
0.25,0,1,3,0.346455,0.345677,1.0081,1
0.25,0,1,3.1,0.327632,0.326628,1.0081,1
0.25,0,1,3.2,0.307482,0.306267,1.0081,1
0.25,0,1,3.3,0.286163,0.284751,1.0081,1
0.25,0,1,3.4,0.26384,0.262247,1.0081,1
0.25,0,1,3.5,0.240679,0.238924,1.0081,1
0.25,0,1,3.6,0.216854,0.214954,1.0081,1
0.25,0,1,3.7,0.192538,0.190514,1.0081,1
0.25,0,1,3.8,0.167906,0.165777,1.0081,1
0.25,0,1,3.9,0.143131,0.140918,1.0081,1
0.25,0,1,4,0.118387,0.116111,1.0081,1
0.25,0,1,4.1,0.0938418,0.091523,1.0081,1
0.25,0,1,4.2,0.0696605,0.0673197,1.0081,1
0.25,0,1,4.3,0.0460023,0.0436598,1.0081,1
0.25,0,1,4.4,0.0230197,0.0206954,1.0081,1
0.25,0,1,4.5,0.000857226,-0.00142958,1.0081,1
0.25,0,1,4.6,-0.020349,-0.0225798,1.0081,1
0.25,0,1,4.7,-0.0404727,-0.04263,1.0081,1
0.25,0,1,4.8,-0.0593982,-0.0614653,1.0081,1
0.25,0,1,4.9,-0.0770207,-0.0789822,1.0081,1
0.25,0,1,5,-0.0932476,-0.0950894,1.0081,1
0.25,0,1,5.1,-0.107999,-0.109708,1.0081,1
0.25,0,1,5.2,-0.121206,-0.122771,1.0081,1
0.25,0,1,5.3,-0.132816,-0.134228,1.0081,1
0.25,0,1,5.4,-0.142787,-0.144037,1.0081,1
0.25,0,1,5.5,-0.151092,-0.152173,1.0081,1
0.25,0,1,5.6,-0.157716,-0.158624,1.0081,1
0.25,0,1,5.7,-0.16266,-0.16339,1.0081,1
0.25,0,1,5.8,-0.165936,-0.166487,1.0081,1
0.25,0,1,5.9,-0.167568,-0.16794,1.0081,1
0.25,0,1,6,-0.167596,-0.16779,1.0081,1
0.25,0,1,6.1,-0.166068,-0.166087,1.0081,1
0.25,0,1,6.2,-0.163046,-0.162894,1.0081,1
0.25,0,1,6.3,-0.1586,-0.158284,1.0081,1
0.25,0,1,6.4,-0.152814,-0.15234,1.0081,1
0.25,0,1,6.5,-0.145776,-0.145153,1.0081,1
0.25,0,1,6.6,-0.137585,-0.136823,1.0081,1
0.25,0,1,6.7,-0.128348,-0.127456,1.0081,1
0.25,0,1,6.8,-0.118176,-0.117167,1.0081,1
0.25,0,1,6.9,-0.107186,-0.106071,1.0081,1
0.25,0,1,7,-0.0954994,-0.0942924,1.0081,1
0.25,0,1,7.1,-0.0832399,-0.0819542,1.0081,1
0.25,0,1,7.2,-0.0705338,-0.0691833,1.0081,1
0.25,0,1,7.3,-0.0575078,-0.0561068,1.0081,1
0.25,0,1,7.4,-0.0442886,-0.0428514,1.0081,1
0.25,0,1,7.5,-0.0310014,-0.0295425,1.0081,1
0.25,0,1,7.6,-0.0177692,-0.0163029,1.0081,1
0.25,0,1,7.7,-0.00471169,-0.00325199,1.0081,1
0.25,0,1,7.8,0.00805593,0.00949525,1.0081,1
0.25,0,1,7.9,0.0204235,0.0218292,1.0081,1
0.25,0,1,8,0.0322868,0.0336462,1.0081,1
0.25,0,1,8.1,0.0435487,0.0448498,1.0081,1
0.25,0,1,8.2,0.0541193,0.055351,1.0081,1
0.25,0,1,8.3,0.063917,0.0650689,1.0081,1
0.25,0,1,8.4,0.072869,0.0739317,1.0081,1
0.25,0,1,8.5,0.0809114,0.0818767,1.0081,1
0.25,0,1,8.6,0.0879901,0.0888506,1.0081,1
0.25,0,1,8.7,0.0940607,0.0948103,1.0081,1
0.25,0,1,8.8,0.0990891,0.0997228,1.0081,1
0.25,0,1,8.9,0.103051,0.103565,1.0081,1
0.25,0,1,9,0.105933,0.106325,1.0081,1
0.25,0,1,9.1,0.107731,0.107999,1.0081,1
0.25,0,1,9.2,0.108451,0.108595,1.0081,1
0.25,0,1,9.3,0.108109,0.10813,1.0081,1
0.25,0,1,9.4,0.10673,0.106631,1.0081,1
0.25,0,1,9.5,0.10435,0.104133,1.0081,1
0.25,0,1,9.6,0.101011,0.10068,1.0081,1
0.25,0,1,9.7,0.0967632,0.0963246,1.0081,1
0.25,0,1,9.8,0.0916661,0.0911256,1.0081,1
0.25,0,1,9.9,0.0857844,0.085149,1.0081,1
0.25,0,1,10,0.0791892,0.0784669,1.0081,1
0.25,0,1,10.1,0.0719572,0.0711564,1.0081,1
0.25,0,1,10.2,0.0641691,0.0632991,1.0081,1
0.25,0,1,10.3,0.0559097,0.05498,1.0081,1
0.25,0,1,10.4,0.0472664,0.0462871,1.0081,1
0.25,0,1,10.5,0.0383287,0.0373101,1.0081,1
0.25,0,1,10.6,0.0291872,0.02814,1.0081,1
0.25,0,1,10.7,0.019933,0.0188677,1.0081,1
0.25,0,1,10.8,0.0106563,0.00958356,1.0081,1
0.25,0,1,10.9,0.00144608,0.000376553,1.0081,1
0.25,0,1,11,-0.0076107,-0.00866672,1.0081,1
0.25,0,1,11.1,-0.0164302,-0.0174626,1.0081,1
0.25,0,1,11.2,-0.0249322,-0.0259314,1.0081,1
0.25,0,1,11.3,-0.0330407,-0.0339975,1.0081,1
0.25,0,1,11.4,-0.040685,-0.0415907,1.0081,1
0.25,0,1,11.5,-0.0477996,-0.0486462,1.0081,1
0.25,0,1,11.6,-0.0543253,-0.0551054,1.0081,1
0.25,0,1,11.7,-0.0602093,-0.0609165,1.0081,1
0.25,0,1,11.8,-0.065406,-0.0660344,1.0081,1
0.25,0,1,11.9,-0.0698767,-0.0704214,1.0081,1
0.25,0,1,12,-0.0735904,-0.0740474,1.0081,1
0.25,0,1,12.1,-0.0765237,-0.0768898,1.0081,1
0.25,0,1,12.2,-0.0786612,-0.0789342,1.0081,1
0.25,0,1,12.3,-0.0799948,-0.0801735,1.0081,1
0.25,0,1,12.4,-0.0805248,-0.0806087,1.0081,1
0.25,0,1,12.5,-0.0802586,-0.0802483,1.0081,1
0.25,0,1,12.6,-0.0792114,-0.0791084,1.0081,1
0.25,0,1,12.7,-0.0774055,-0.0772121,1.0081,1
0.25,0,1,12.8,-0.07487,-0.0745895,1.0081,1
0.25,0,1,12.9,-0.0716407,-0.0712771,1.0081,1
0.25,0,1,13,-0.0677595,-0.0673174,1.0081,1
0.25,0,1,13.1,-0.0632737,-0.0627586,1.0081,1
0.25,0,1,13.2,-0.0582358,-0.0576538,1.0081,1
0.25,0,1,13.3,-0.0527029,-0.0520606,1.0081,1
0.25,0,1,13.4,-0.0467359,-0.0460404,1.0081,1
0.25,0,1,13.5,-0.040399,-0.0396579,1.0081,1
0.25,0,1,13.6,-0.033759,-0.0329802,1.0081,1
0.25,0,1,13.7,-0.0268848,-0.0260764,1.0081,1
0.25,0,1,13.8,-0.0198465,-0.0190167,1.0081,1
0.25,0,1,13.9,-0.0127146,-0.011872,1.0081,1
0.25,0,1,14,-0.00555979,-0.00471282,1.0081,1
0.25,0,1,14.1,0.00154811,0.00239111,1.0081,1
0.25,0,1,14.2,0.0085407,0.0093715,1.0081,1
0.25,0,1,14.3,0.0153516,0.0161622,1.0081,1
0.25,0,1,14.4,0.0219171,0.0226998,1.0081,1
0.25,0,1,14.5,0.0281767,0.0289241,1.0081,1
0.25,0,1,14.6,0.0340736,0.0347789,1.0081,1
0.25,0,1,14.7,0.0395553,0.0402121,1.0081,1
0.25,0,1,14.8,0.0445741,0.0451765,1.0081,1
0.25,0,1,14.9,0.0490872,0.04963,1.0081,1
0.25,0,1,15,0.0530574,0.053536,1.0081,1
0.25,0,1,15.1,0.0564531,0.0568636,1.0081,1
0.25,0,1,15.2,0.0592488,0.059588,1.0081,1
0.25,0,1,15.3,0.061425,0.0616903,1.0081,1
0.25,0,1,15.4,0.0629683,0.0631582,1.0081,1
0.25,0,1,15.5,0.0638721,0.0639854,1.0081,1
0.25,0,1,15.6,0.0641354,0.0641721,1.0081,1
0.25,0,1,15.7,0.063764,0.0637246,1.0081,1
0.25,0,1,15.8,0.0627694,0.0626551,1.0081,1
0.25,0,1,15.9,0.0611691,0.060982,1.0081,1
0.25,0,1,16,0.0589863,0.0587291,1.0081,1
0.25,0,1,16.1,0.0562496,0.0559256,1.0081,1
0.25,0,1,16.2,0.0529924,0.0526056,1.0081,1
0.25,0,1,16.3,0.0492531,0.0488079,1.0081,1
0.25,0,1,16.4,0.0450739,0.0445755,1.0081,1
0.25,0,1,16.5,0.0405011,0.0399551,1.0081,1
0.25,0,1,16.6,0.0355842,0.0349963,1.0081,1
0.25,0,1,16.7,0.0303753,0.029752,1.0081,1
0.25,0,1,16.8,0.024929,0.0242766,1.0081,1
0.25,0,1,16.9,0.0193012,0.0186267,1.0081,1
0.25,0,1,17,0.0135494,0.0128594,1.0081,1
0.25,0,1,17.1,0.00773109,0.00703283,1.0081,1
0.25,0,1,17.2,0.00190422,0.00120459,1.0081,1
0.25,0,1,17.3,-0.00387407,-0.00456816,1.0081,1
0.25,0,1,17.4,-0.00954772,-0.0102295,1.0081,1
0.25,0,1,17.5,-0.0150623,-0.0157251,1.0081,1
0.25,0,1,17.6,-0.0203656,-0.0210031,1.0081,1
0.25,0,1,17.7,-0.0254079,-0.0260142,1.0081,1
0.25,0,1,17.8,-0.0301428,-0.0307121,1.0081,1
0.25,0,1,17.9,-0.0345271,-0.0350543,1.0081,1
0.25,0,1,18,-0.0385219,-0.0390021,1.0081,1
0.25,0,1,18.1,-0.0420921,-0.0425212,1.0081,1
0.25,0,1,18.2,-0.0452075,-0.0455816,1.0081,1
0.25,0,1,18.3,-0.0478422,-0.0481584,1.0081,1
0.25,0,1,18.4,-0.0499758,-0.0502314,1.0081,1
0.25,0,1,18.5,-0.0515927,-0.0517858,1.0081,1
0.25,0,1,18.6,-0.0526825,-0.0528118,1.0081,1
0.25,0,1,18.7,-0.0532401,-0.0533051,1.0081,1
0.25,0,1,18.8,-0.0532657,-0.0532663,1.0081,1
0.25,0,1,18.9,-0.0527647,-0.0527016,1.0081,1
0.25,0,1,19,-0.0517474,-0.0516219,1.0081,1
0.25,0,1,19.1,-0.0502294,-0.0500433,1.0081,1
0.25,0,1,19.2,-0.0482307,-0.0479864,1.0081,1
0.25,0,1,19.3,-0.0457759,-0.0454765,1.0081,1
0.25,0,1,19.4,-0.0428939,-0.0425428,1.0081,1
0.25,0,1,19.5,-0.0396174,-0.0392185,1.0081,1
0.25,0,1,19.6,-0.0359825,-0.0355404,1.0081,1
0.25,0,1,19.7,-0.0320288,-0.0315481,1.0081,1
0.25,0,1,19.8,-0.0277982,-0.0272842,1.0081,1
0.25,0,1,19.9,-0.0233353,-0.0227932,1.0081,1
0.25,0,1,20,-0.0186861,-0.0181217,1.0081,1
